serial_number,uri,hash,
36,https://worldtruth.tv/complete-list-of-rothschild-owned-and-controlled-banks/,67d207ef3d27264ed5b66c29b5e0b2d4,
37,https://www.collective-evolution.com/2021/03/29/here-is-a-proven-technique-to-neutralize-draining-emotional-reactions/,47ffe32fbff41fc9452d5d20cb23028c,
38,https://beforeitsnews.com/health/2021/11/pre-planned-weeks-before-covid-appeared-in-us-congress-redefined-the-word-vaccine-to-include-mrna-injections-3042672.html,a61f6d7e1d5b72a58a1d2e6fe519fd66,
39,https://www.activistpost.com/2021/03/google-is-testing-its-controversial-new-ad-targeting-tech-in-millions-of-browsers-heres-what-we-know.html,1a63f5f8531a816d2e20a2db23b54ad5,
40,https://www.presstv.com/Detail/2021/04/01/648540/US-military-forces-steal-wheat-crops-in-Syria-Hasakah-move-them-to-Iraq-SANA,a78fd6020f19546250fcc4fb10a6d721,
41,https://thewashingtonstandard.com/georgia-cop-kicks-in-innocent-unarmed-dads-door-executes-him-as-he-slept-on-sofa/,8f464c340792c4c912f843ca2c619a8d,
42,https://www.dcclothesline.com/2021/10/29/texas-man-killed-by-police-his-home-burned-after-swat-team-shows-up-over-tall-grass-video/,498c8e16c8c251caced54c19d2f7eacd,
43,https://www.dcclothesline.com/2021/10/31/covid-rapid-tests-found-to-contain-cancer-causing-chemical-ethylene-oxide-used-for-medical-sterilization/,cb6861d8cdcf8bf8247a2783105a2018,
44,https://theduran.com/when-justin-met-mark/?ml_subscriber=1809586520965781116&ml_subscriber_hash=w5o6,2c0dfc140703a836c03b21b96e953afc,
45,https://davidicke.com/2021/03/31/florida-gov-desantis-citizens-will-never-have-to-show-vaccine-passports-to-participate-in-normal-society/,1a30d445d8435fdde5050406da8cea84,
46,https://gellerreport.com/2021/11/sleepy-joe-biden-fall-asleep-during-opening-remarks-at-un-climate-summit.html/,1f92e1dbb406ef46d085a8b4746bd060,
47,https://davidicke.com/2021/03/31/l-a-times-journalist-says-vaccine-passports-are-good-to-break-the-resistance-down/,c7a35ee6f9acef0f1082f707d5db7972,
48,https://davidicke.com/2020/01/27/30-000-sold-souls-untold-story-romanian-orphans-english-subtitles/,bc632ef4ea0ba0cc10587a356b9ec9ed,
49,https://www.collective-evolution.com/2021/10/25/are-you-tired-of-being-angry-at-the-state-of-the-world/,b050b66adb0711c574d0acec41ab5670,
50,https://beforeitsnews.com/eu/2021/03/victory-in-belgium-all-covid-rules-must-end-within-30-days-links-4-march-31-2021-2670179.html,08e77046a44acdb04d3b5640619b9569,
51,https://thewashingtonstandard.com/maryland-he-needs-a-whooping-cops-cuff-berate-abuse-5-year-old-boy-for-misbehaving-in-school-video/,328565ca27b8d70a9d715d949c91871f,
52,https://worldtruth.tv/freemasonrys-best-kept-secret-ritual-sodomy/,aa43d99c590e9f76be4709ccae9b78a6,
53,https://thewashingtonstandard.com/the-supply-chain-crisis-part-of-the-planned-reset/,7ae6259ee0eb1cf9bde29e65ac183d13,
54,https://www.breitbart.com/border/2021/11/01/exclusive-60k-migrants-released-into-u-s-in-october/,ba00087ff11561dd5dc6ea9aa9e23780,
55,https://21stcenturywire.com/2021/02/25/imperial-folly-neil-ferguson-has-no-qualification-in-biological-sciences/?fbclid=IwAR3hCiP9pHPwVAPqkChcU05DKIJXPClR9ZgCZ2T6oZ76PCtocECPQbaWp1Y,2bd534771484f96c00783d56d78a75a2,
56,https://off-guardian.org/2020/03/19/iss-report-99-of-covid19-deaths-already-ill/,ac1952dafab21a7b09393c8b4cb85ce0,
57,https://www.globalresearch.ca/global-blueprint-exposed-takeover-all-genetic-material-earth/5760314,19a83705eddd21e19423108db9c95d7e,
58,https://davidicke.com/2021/03/29/over-70s-face-driving-curfew-and-travel-area-limits-under-new-licence-plans-as-older-people-continue-to-be-targeted-for-deletion-by-the-fascist-cult/,6d33e752b0c8e53dcb5765cc808034bb,
59,https://gellerreport.com/2021/11/chuck-todd-shocking-nbc-poll-shows-71-believe-u-s-is-on-wrong-track-scary-news-for-the-democrats.html/,42ed6e354983dd4d5cd2cdf786adf1fd,
60,https://21stcenturywire.com/2021/10/26/naomi-wolf-at-the-german-corona-investigative-committee-march-12th-2021/,faaf8720940d53c4041c471c87e825e3,
61,https://davidicke.com/2021/10/03/never-mind-cancer-look-at-wage-growth-calls-for-psychopath-boris-johnson-to-apologise-after-he-asks-britons-to-focus-on-wages-not-cancer-cases/,3e6b732d079f564dec0c1a1348e17d90,
62,https://thewashingtonstandard.com/teachers-sue-los-angeles-school-district-over-experimental-covid-injection-mandate-which-is-in-clear-violation-of-nuremberg-code/,fead3a187259200d9883f08e593131d1,
63,https://www.activistpost.com/2021/10/highest-paid-city-employee-who-made-450k-in-2020-was-a-cop-who-was-fired-seven-times.html,8038e37d99f5ce2c8dde76f81aec4834,
64,https://www.activistpost.com/2021/11/in-2022-things-arent-gonna-get-done-on-an-absolutely-massive-scale.html,91cf684179587c26b926ca4942e12e4a,
65,https://www.sott.net/article/460149-Explosion-in-Mexico-destroys-at-least-30-buildings-leaves-1-dead-15-injured,717882128f60361099e2c0eaa97d9d43,
66,https://21stcenturywire.com/2021/10/28/pharma-anschluss-austria-considering-nazi-policy-of-state-segregation-incarceration-for-unvaccinated/,bbec0d1ff73c705facf28fc80f2b0065,
67,https://www.presstv.com/Detail/2021/03/30/648376/Palestine-receives-100K-COVID-19-vaccines-from-China,a12364fb33daa5711645be9479d94d63,
68,https://beforeitsnews.com/opinion-conservative/2021/03/top-military-doctor-says-its-time-to-end-this-lie-take-off-your-mask-lying-flip-flop-fauci-must-video-3572984.html,7bc1fdf27011fe3e68c6f7dd3968f46a,
69,https://www.infowars.com/posts/watch-netflixs-kaepernick-special-compares-nfl-combine-to-slave-auction/,42a569eeeb1ec7a84c49a25e3d59ca12,
70,https://thewashingtonstandard.com/texas-man-killed-by-police-his-home-burned-after-swat-team-shows-up-over-tall-grass-video/,d80bd34dd9e91e008dd3739c6f3effaf,
71,https://humansbefree.com/2020/04/bill-gates-backs-1-billion-plan-to-cover-earth-in-big-brother-live-and-unfiltered-satellite-surveillance.html,09629f00ff63b04671a47ea5e335bc31,
72,https://www.presstv.com/Detail/2021/04/01/648541/US-would-deprive-Yemenis-oxygen-if-possible,30b72d727b9a0af0d3d557a4b6c20651,
73,https://worldtruth.tv/group-overseeing-10-trillion-called-guardians-for-inclusive-capitalism-signs-partnership-with-the-vatican/,08ab6d0299985f5cc6d31b1e7f4a0547,
74,https://www.dcclothesline.com/2021/04/01/govt-stats-mrna-vaccines-already-killed-more-people-in-3-months-than-a-decade-of-inoculations-more-than-1750-americans-dead/,8caf86c1e38751ae2d9ad088d50dac57,
75,https://thewashingtonstandard.com/mcconnell-endorses-herschel-walker-who-is-challenging-raphael-warnock-theres-more-to-herschel-than-whats-being-presented/,9ebd6ee1f2c28623c0a4bfc1e5036bfc,
76,https://off-guardian.org/2021/10/29/bill-gates-and-the-uncertain-future-of-food-security/,b350b12f6e649e4a60b421be99512eaf,
77,https://davidicke.com/2021/10/30/little-known-heart-attack-striking-fit-and-healthy-women-its-the-jab-you-bloody-idiots/,9dd9d3e2f00900fd45678933afa7773d,
78,https://www.infowars.com/posts/msnbcs-johnson-january-6-terrorists-being-treated-with-kid-gloves-because-they-are-non-black/,f00f7541d46cd0d8e74270c842167663,
79,https://www.activistpost.com/2021/10/despite-risks-warnings-and-opposition-over-half-of-all-electric-meters-in-europe-are-smart.html,56f43a40740fea705169f68c70fa5b93,
80,https://davidicke.com/2021/04/01/cult-gofer-trudeau-and-canadas-fascist-internment-camps/,23f468a393b99246ce4a9c009270407e,
81,https://beforeitsnews.com/financial-markets/2021/11/as-biggest-bitcoin-funds-etf-future-emerges-see-blkc-3388655.html,0c6bffb3aa252a61b0654104b09d4adb,
82,https://gellerreport.com/2021/10/screaming-allahua-akbar-muslim-strangles-woman-on-french-street-broad-daylight-on-public.html/,70b6f83eaf0f77747557b0c23cdd75a0,
83,https://www.breitbart.com/politics/2021/10/30/report-five-key-indicators-turn-for-glenn-youngkins-campaign-in-final-days/,62a8d58317aed3c7bde1f755ab68aa5c,
84,https://www.infowars.com/posts/mcauliffes-closing-message-virginia-has-too-many-white-teachers-and-they-need-to-be-replaced/,d3cd3953975e2ae72ec982f95021323b,
85,https://www.sott.net/article/460197-Lets-play-whack-a-mole-Even-your-trusted-GP-is-not-averse-to-wielding-the-club-of-doom,7f418f1141fce456b5fbec73de965cd4,
86,https://gellerreport.com/2021/11/deported-child-sex-offender-nabbed-in-michigan-after-returning-to-us-illegally.html/,095686f2d8b11f9b9542c4fbb97f3c6c,
87,https://www.researchgate.net/,cd9bae053f03c8e1c3bc7bad2709da6c,
88,https://thewashingtonstandard.com/bombshell-moderna-chief-medical-officer-admits-mrna-alters-dna/?fbclid=IwAR3SLSy0sD33jIHfQoD0hnHwjLtIZatDFPGPZIlttmfQEuxfK7XPychXGzQ,f984f0ff0d7cef92c9da652080a32e8e,
89,https://www.sott.net/article/460115-Theres-NO-case-for-vaccinating-children,97bf408fac9fa0a15a9985c7af7d8a51,
90,https://feedproxy.google.com/~r/ActivistPost/~3/qDpZeBTSPSY/jurors-get-video-experience-during-derek-chauvin-murder-trial-part-2.html,1ec6e27f8d48175b25dc07145c1e1a91,
91,https://www.dcclothesline.com/2021/11/01/facebooks-new-name-means-dead-in-hebrew-a-foreshadowing-of-something/,56a4b95b682fadb9394cb20611d6702e,
92,https://www.sott.net/article/460193-Bellingcat-funded-by-US-and-UK-intelligence-contractors-that-aided-extremists-in-Syria,6fa8fcffdf2b8bc8d0874e015b1ae375,
93,https://21stcenturywire.com/2021/11/01/fdny-union-boss-warns-new-yorkers-of-slowed-response-times-as-de-blasios-vax-mandate-kicks-in/,74a2f2dfde1b63ccf31bdf76de5eec17,
94,https://gellerreport.com/2021/03/jihad-immigration-us-border.html/,eaeee494fe03ab68a0a40c6e95c6b6cf,
95,https://feedproxy.google.com/~r/ActivistPost/~3/5PUpFLTR7j8/alison-morrow-interview-cease-your-content-or-lose-your-job-how-covid-19-destroyed-the-illusion.html,01919bc11770d78279a362219432312c,
96,https://thewashingtonstandard.com/public-schools-are-at-the-epicenter-of-americas-values-implosion/,d30320c22faf81501937cde2719fdae9,
97,https://lovingliberty.net/,a399c4eea445606042a3572b91498179,
98,https://www.sott.net/article/446887-Shes-OUT-Why-I-m-leaving-the-cult-of-wokeness,ee6b5b7de502f05865beda67d8713e79,
99,https://off-guardian.org/2021/07/17/yeadon-sums-it-up/,d63b7e1b9906b9f94a0881d1bbcc1b4b,
100,https://www.collective-evolution.com/2021/03/26/covid-cases-spiking-in-13-us-states-most-have-high-vaccination-rates/,da90fb0bb22c523430148504beffa597,
101,https://davidicke.com/2021/03/05/death-rates-skyrocket-in-israel-following-pfizer-experimental-coldly-calculated-covid-vaccines/,e79bcee368d73b1d2a15c307e079c9f0,
102,https://www.activistpost.com/2021/10/links-now-available-for-the-court-decision-filed-against-the-fcc-and-evidence-of-wireless-radiation-injuries-ignored-by-the-agency.html,ea18093bbe935f7ac2328e452e4be9ed,
103,https://beforeitsnews.com/opinion-conservative/2021/11/vaccines-will-eliminate-the-obedience-class-of-humans-who-cant-think-for-themselves-3604700.html,430071919f98dded9de73e57276a4526,
104,https://thewashingtonstandard.com/team-woke-rolls-out-their-list-of-cancelled-costumes-activities-for-halloween/,1ab6841c6d726b56caab5e5d28a4225c,
105,https://21stcenturywire.com/2018/10/18/the-guardians-alarming-recent-record-of-propaganda-misinformation-and-slander/,65093b7dd40a147bffa8825d3825c4f9,
106,https://thewashingtonstandard.com/look-at-those-that-sold-the-world-a-plandemic-untrustworthy-corrupt-criminal-agencies-individuals/,b06e79cd829c6a60b239468abc1136ee,
107,https://www.dcclothesline.com/2021/10/31/burials-up-15-cremations-up-10-in-2021-compared-to-2020-when-there-were-no-covid-vaccines/,e3e0b426cb3c6f7b704586e13a8daee5,
108,https://davidicke.com/2021/03/19/no-causal-link-as-five-uk-men-suffer-rare-blood-clot-after-astrazeneca-jab-laugh-or-youll-cry/,82c4c968f10cc0bcd782bb6be833499b,
109,https://www.breitbart.com/entertainment/2021/11/01/jon-bon-jovi-tests-positive-for-coronavirus-cancels-concert-fully-vaccinated-and-feeling-fine/,31047337c3d4e6ae5a59c7c617ae16af,
110,https://thewashingtonstandard.com/victim-in-alec-baldwin-shooting-is-wife-of-attorney-at-firm-representing-indicted-clinton-dnc-attorney/,964fc18d501753acc9e822ee50240e19,
111,https://thewashingtonstandard.com/florida-judge-disbarred-for-soliciting-prostitution-resisting-arrest-may-open-up-opportunity-for-reversal-of-rape-victim-being-sued-for-more-than-she-settled/?fbclid=IwAR0RJ7IDcFBbny6rh6QOzoF5SIKpW7c7QhMCwXJK-CRciFmWRXMER-ABMAc,723fe411b52edd72f65ead27bac5bad4,
112,https://community.ukcolumn.org/,86c46a46367b1ca79ff8b38846ed377c,
113,https://21stcenturywire.com/2021/10/29/social-media-why-it-sickens-the-self-and-divides-society/,01406538dab3018dfe3b9a382fbe4989,
114,https://www.intellihub.com/desktop/home,636e4aa9484c4b1c4f6edfb21f09f512,
115,https://davidicke.com/2021/03/25/the-fascists-are-now-after-your-kids-children-will-be-vaccinated-from-august-with-up-to-11-million-under-18s-inoculated-by-the-start-of-the-autumn-term-as-the-government-pushes-for-maximum/,51c279568d8d8ae0a73c8d004002d22b,
116,https://off-guardian.org/2015/08/20/george-soros-fake-progressive-friend-of-nazis/,d2aa533a368909bfa4920b62c58719af,
117,https://beforeitsnews.com/prophecy/2021/10/if-you-think-the-earth-is-a-globe-then-you-need-to-watch-this-9-12-minute-video-via-brighteon-2525141.html,b592f446968a9fcded087392bd7ff281,
118,https://www.activistpost.com/2021/11/cars-to-be-equipped-with-in-air-alcohol-detection-systems-that-test-the-breath-of-everyone.html,d183cbcdefeead6152533aa945f3a026,
119,https://thewashingtonstandard.com/cdc-head-rochelle-walensky-spreads-more-bull-manure-in-msnbc-interview/,78a562ac2abb36ded8523562d2d64f8d,
120,https://www.sott.net/article/460120-Them-and-us-Vaccine-passport-rules-for-public-but-not-world-leaders-at-COP26-spark-outrage-over-dual-Covid-standards,2edfa0a7169afb38ecc74f60a765674c,
121,https://beforeitsnews.com/alternative/2021/03/russia-is-the-first-country-in-the-world-to-dissect-covid-19-corpses-going-against-whos-criminal-orders-of-no-autopsys-allowed-for-covid-deaths-and-after-a-thorough-investigation-3746605.html,ee4623d6e161ba9a14e3fdae295bb416,
122,https://www.activistpost.com/2021/03/google-is-testing-its-controversial-new-ad-targeting-tech-in-millions-of-browsers-heres-what-we-know.htmlGoogle,2a29d798ef2539ca3d61fd7775c4ca41,
123,https://thewashingtonstandard.com/disabling-the-dislikes-youtube-is-protecting-biden-from-further-embarrassment/,e7cce456a5517d2a0c7ce46c305a168c,
124,https://www.infowars.com,69bb8302ac75eb00dde40fdef2fa2522,
125,https://thewashingtonstandard.com/new-study-destroys-narrative-for-unlawful-mandates-vaxxed-just-as-likely-to-spread-virus-as-unvaxxed/,5e060b7a5015550de000fb8da78f61d1,
126,https://humansbefree.com/2021/03/klaus-schwab-was-henry-kissingers-pupil-and-the-son-of-a-nazi-collaborator.html,708641afa2b294f91a006d06fe2e5cf1,
127,https://www.globalresearch.ca/how-fauci-fooled-america/5760455,977c1b09103fed6832583a7decb38358,
128,https://www.collective-evolution.com/2016/11/24/understanding-the-science-of-ayahuasca/,11c50c19907ffd8ddfeff95ac28fd78f,
129,https://www.infowars.com/posts/tuesday-live-dems-prepare-to-steal-virginia-election-will-there-be-enough-poll-watchers-to-expose-the-plot/,091d3b436566ec993e85c5182d127a67,
130,https://www.breitbart.com/europe/2021/11/02/bbc-took-in-300k-from-saudi-arabias-national-oil-company-last-year/,dd1e843bd9844619fc8f4a8e5a81a7e0,
131,https://www.activistpost.com/2021/10/alison-morrow-interview-cease-your-content-or-lose-your-job-how-covid-19-destroyed-the-illusion.html,3dca4f99b4a7b460d7ed0fd971d85bec,
132,https://thewashingtonstandard.com/the-great-nonsense-of-the-great-reset/,539244d09c3d2dff23dfc2997aae8516,
133,https://www.sott.net/article/460126-Now-is-the-time-to-look-much-more-closely-at-The-Great-Reset-a-fake-Utopia-being-sold-to-us-by-charlatans,8c0c5d8b8e26f51f4685bdbd5db6f6f2,
134,https://thewashingtonstandard.com/innocent-teen-paralyzed-after-cops-without-lights-on-run-carr-off-road-then-flee-the-scene-video/,c55deb38c5bc0b346367ff231029d292,
135,https://www.breitbart.com/politics/2021/11/02/youngkin-makes-his-final-case-in-loudoun-county-victory-will-not-be-given-to-us-we-must-go-get-it/,7a181a2e5b051d406e8d56912c25329c,
136,https://www.sott.net/article/460104-Pierre-Teilhard-de-Chardins-Transhumanism-and-the-Cult-of-the-Fourth-Industrial-Revolution,e92d1c2f55a0af497447fa08e036f41b,
137,https://davidicke.com/2021/10/31/why-carbon-hysteria-and-decarbonization-policies-are-economically-insane/,9469487b57ef931c1329b792ea8cf70f,
138,https://en.wikipedia.org/wiki/Water_fluoridation_by_country,2dba736293e70caf2e92e7c58962b753,
139,https://humansbefree.com/2020/12/scientist-covid-19-vaccine-is-downright-dangerous-and-will-send-you-to-your-doom.html,a91c6dbf71078eb6af9f9a1361961fa2,
140,https://www.activistpost.com/2021/10/90-of-unvaxxed-germans-say-they-wont-get-it.html,3cd01c81a2d92e89a8754fe56caef356,
141,https://www.globalresearch.ca/26-new-york-city-firehouses-closed-due-vaccine-mandate-short-staffing/5760372,ac145ba098405def8b8cdb7b8523dcdd,
142,https://beforeitsnews.com/opinion-conservative/2021/03/situation-update-mar-30th-2021-project-looking-glass-reveals-convergence-of-future-timelines-mike-adams-must-video-3572813.html,b31ba6020ffe4a7367b27420b30f5119,
143,https://www.globalresearch.ca/global-war-ning-geoengineering-is-wrecking-our-planet-and-humanity/5753754,904f145596d984e49967ff5fd8b711cf,
144,https://21stcenturywire.com/2021/09/21/false-facts-of-covid-hospitalizations-with-dr-jay-bhattacharya/,c23f3162a8573a2d690819aae1789744,
145,https://www.infowars.com/posts/now-is-the-time-to-look-much-more-closely-at-the-great-reset-a-fake-utopia-being-sold-to-us-by-charlatans/,75c1030a14b6faa6d92a47f71f87641d,
146,https://rumble.com/vd2y2j-banned-from-youtube-dr.-simone-gold-shares-the-truth-about-the-covid-19-vac.html,12fc0231c250261ed97cddf640c63de2,
147,https://www.activistpost.com/2021/10/mandate-meltdown-26-nyc-firestations-shuttered-la-sheriff-warns-of-mass-exodus-tucson-water-district-faces-staff-shortage.html,ee5df7c220f8462731016310f0193221,
148,https://davidicke.com/2021/04/01/germany-indefinitely-suspends-astrazeneca-vaccine-for-anyone-under-age-60-because-old-people-dont-matter/,652472496bb584ab823247807560aab3,
149,https://www.activistpost.com/2021/10/largest-us-homeowner-raises-rents-as-housing-crunch-persists.html,26d2704dc71bf7a55b3d43d0dbedf706,
150,https://www.rubikon.news/artikel/die-widerstandszelle,3041a53003bebbbe8c05f00481d3f1b6,
151,https://off-guardian.org/2021/10/20/what-is-the-global-public-private-partnership/,2f1dfaa8bb0d24b9e77c54c0205def44,
152,https://davidicke.com/2021/10/20/different-faces-same-cult-david-icke/,8e68a792709016fba9ea7719c6daa802,
153,https://www.dcclothesline.com/2021/03/31/white-house-targets-conservatives-for-vaccine-death-shots-in-hopes-that-conservative-deaths-might-keep-up-with-left-wing-deaths/,8370a9a302d9e4821d6f5b8bf339318b,
154,https://www.globalresearch.ca/video-fauci-hhs-officials-and-the-rockefellers-discuss-how-a-new-virus-from-china-could-be-used-to-enforce-a-universal-vaccine-it-happened-in-2019-before-the-pandemic/5760222,3197e058b224c4fd7bc53a002ac88aad,
155,https://www.activistpost.com/2021/10/in-only-6-years-30000-philly-residents-were-robbed-by-cops-most-of-them-innocent-poor-black.html,58e53cab3f191dfa8c27916fbf3e474a,
156,https://davidicke.com/2021/10/31/nyc-40-percent-of-inspected-businesses-noncompliant-with-vaccine-pass-mandate/,be7635124d272163c7592ee5772d46f1,
157,https://humansbefree.com/2021/03/miscarriages-increase-by-366-due-to-covid-vaccines.html,463073d4e42c9a4bd63381b530a81341,
158,https://davidicke.com/2021/09/13/uk-grandchildren-kidnapped-by-social-services-trafficked-overseas/,27b68438f05a69b9830b2419efcc7b95,
159,https://thewashingtonstandard.com/perpetual-fear-promoted-covid-exit-stage-left-que-ebola/,4abe37d24cf5d37e8f03d8c10cac7de0,
160,https://www.activistpost.com/2021/11/gitmo-jurors-liken-cia-torture-to-acts-by-most-abusive-regimes-in-modern-history.html,c1af2e1b1027e119802588194227570c,
161,https://beforeitsnews.com/opinion-conservative/2021/11/finale-3604589.html,a7028b10ca6db13a459fd038d543900c,
162,https://feedproxy.google.com/~r/ActivistPost/~3/Mt5AleSiLLE/stop-medical-apartheid-police-passive-as-huge-crowd-protests-australias-draconian-pandemic-powers-bill.html,2eda8a3f395058813ece7f1124db0bbd,
163,https://www.breitbart.com/politics/2021/04/01/jill-biden-mocked-over-attempt-at-speaking-spanish-with-flag-choice-questioned-as-backdrop/,fa49d2fb8b502d8873fac6699c18756a,
164,https://www.breitbart.com/politics/2021/11/01/exclusive-elise-stefanik-exposes-local-npr-affiliate-campaigning-democrats-taxpayer-dollars/,0c7c0b5e7d36e4e1ba6a922635982d05,
165,https://worldtruth.tv/italian-doctor-shocked-the-world-cancer-is-a-fungus-that-can-be-treated-with-baking-soda/,fa1b2fee0adc4578473334f0d75600ce,
166,https://worldtruth.tv/facebook-is-owned-by-the-government/,463ae8cf83e86c515a2d947c44858924,
167,https://thewashingtonstandard.com/what-will-it-mean-for-the-global-economy-when-the-price-of-oil-soars-to-200-per-barrel/,90c70509e23950cdb963d4512274d2dc,
168,https://www.collective-evolution.com/2017/04/13/united-nations-peacekeepers-caught-running-a-child-sex-ring-2000-cases-of-sexual-abuse-reported/,e46b51b0d0219393595a2195540551c0,
169,https://www.activistpost.com/2021/10/free-screening-dates-for-new-documentary-on-health-risks-from-exposure-to-electronic-devices.html,23ae808c4e35db8121d19ff4ccccba57,
170,https://feedproxy.google.com/~r/ActivistPost/~3/llDZ9bmPYAk/cars-to-be-equipped-with-in-air-alcohol-detection-systems-that-test-the-breath-of-everyone.html,7a0311839f5fce25004c77b2cdea134f,
171,https://off-guardian.org/2021/10/28/molnupiravir-covid-wonder-drug-or-money-making-scam/,a767bf73ecd14e7868e67194f284dd62,
